Mesures de geolocalisation - 28th-March-2022-16-19-10;;
Date de relevé;Latitude;Longitude
1632384926;43.93104;3.1011884
1632385226;43.926918;3.1008716
1632385526;43.92688;3.10049
1632385826;43.926647;3.1003184
1632386126;43.927032;3.1002634
1632386426;43.92729;3.1007483
1632386726;43.9271;3.100495
1632387026;43.92707;3.1006668
1632387326;43.92704;3.100875
1632387626;43.926743;3.100505
1632387926;43.92672;3.1003983
1632388226;43.92663;3.1003
1632388526;43.926773;3.1002166
1632388826;43.92687;3.10005
1632389126;43.926964;3.1002016
1632389426;43.926815;3.1007483
1632389726;43.926804;3.1007683
1632390026;43.926815;3.1007066
1632390326;43.92679;3.1007283
1632390626;43.926796;3.1007533
1632390926;43.926807;3.1007483
1632391226;43.926804;3.1007366
1632391526;43.926815;3.100745
1632391826;43.926834;3.1007583
1632392126;43.926846;3.1007416
1632392426;43.926815;3.1007516
1632392726;43.926983;3.1008933
1632393026;43.927086;3.10064
1632393326;43.927147;3.1006017
1632393626;43.926983;3.1007383
1632393926;43.926888;3.1005466
1632394226;43.92683;3.1007416
1632394526;43.926823;3.1007316
1632394826;43.92681;3.10078
1632395126;43.926785;3.1007817
1632395426;43.926826;3.1007783
1632395726;43.92684;3.1007266
1632396026;43.926834;3.1007466
1632396326;43.926838;3.10074
1632396626;43.92684;3.1007383
1632396926;43.926838;3.1007316
1632397226;43.92683;3.1007516
1632397526;43.92677;3.1007817
1632397826;43.926834;3.100765
1632398126;43.926804;3.10076
1632398426;43.926796;3.1007667
1632398726;43.926796;3.1007633
1632399026;43.92679;3.1007416
1632399325;43.926815;3.1007733
1632399625;43.926815;3.100755
1632399925;43.92677;3.1007433
1632400225;43.926792;3.1007583
1632400525;43.926834;3.1007483
1632400825;43.926895;3.1006982
1632401125;43.926804;3.1007433
1632401425;43.92678;3.1007433
1632401725;43.926777;3.1007533
1632402025;43.926785;3.1007366
1632402325;43.92678;3.1007166
1632402625;43.926884;3.1009817
1632402925;43.92708;3.1004717
1632403225;43.927086;3.10048
1632403525;43.92708;3.1004767
1632403825;43.927086;3.10048
1632404125;43.927097;3.1004868
1632404425;43.92694;3.1004267
1632404725;43.92688;3.1002784
1632405025;43.926834;3.1001468
1632405325;43.926876;3.100055
1632405625;43.926826;3.1000583
1632405925;43.92695;3.1001716
1632406225;43.926937;3.1002116
1632406525;43.92696;3.1002066
1632406825;43.92691;3.100155
1632407125;43.9269;3.1001832
1632407425;43.926884;3.100165
1632407725;43.926926;3.1001816
1632408025;43.926918;3.1001883
1632408325;43.926952;3.1003017
1632408625;43.92687;3.10079
1632408925;43.926952;3.1009583
1632409225;43.927036;3.100905
1632409525;43.926876;3.10099
1632409825;43.926807;3.1007617
1632410125;43.926804;3.100765
1632410425;43.926804;3.1007566
1632410725;43.926804;3.10078
1632411025;43.92706;3.1005967
1632411325;43.927017;3.1005733
1632411625;43.926907;3.1004617
1632411925;43.92681;3.1005116
1632412225;43.926716;3.1004183
1632412525;43.926556;3.1003184
1632412825;43.92646;3.1003034
1632413125;43.92668;3.1006317
1632413425;43.926712;3.1006234
1632413725;43.926563;3.10038
1632414025;43.926502;3.1002834
1632414325;43.92669;3.100265
1632414625;43.926685;3.10035
1632414925;43.926773;3.100235
1632415225;43.926872;3.1000066
1632415525;43.926903;3.1002033
1632415825;43.926857;3.1003833
1632416125;43.926735;3.1005
1632416425;43.926594;3.1005533
1632416725;43.926495;3.1003168
1632417025;43.926544;3.1005182
1632417325;43.926632;3.1005716
1632417625;43.926758;3.1005216
1632417925;43.926857;3.1005783
1632418225;43.926937;3.1005733
1632418525;43.92695;3.100615
1632418825;43.92683;3.1006517
1632419125;43.92677;3.1008167
1632419425;43.92697;3.1008933
1632419725;43.927124;3.10072
1632420025;43.92715;3.1006334
1632420325;43.927128;3.1006684
1632420625;43.926945;3.10093
1632420925;43.92688;3.1008418
1632421225;43.926804;3.100775
1632421525;43.926785;3.1007433
1632421825;43.926754;3.1007466
1632422125;43.9268;3.1007383
1632422425;43.926777;3.10071
1632422725;43.926777;3.1007867
1632423025;43.926773;3.100715
1632423325;43.926773;3.10078
1632423625;43.926777;3.1007617
1632423925;43.92679;3.1007233
1632424225;43.9268;3.1007266
1632424525;43.92681;3.1007133
1632424825;43.926765;3.1007617
1632425125;43.9268;3.1007016
1632425425;43.926785;3.10075
1632425725;43.92678;3.1007433
1632426025;43.92671;3.10077
1632426325;43.926685;3.1007934
1632426625;43.926697;3.100775
1632426925;43.92672;3.1007783
1632427225;43.926712;3.10078
1632427525;43.926815;3.10082
1632427825;43.926758;3.1008766
1632428125;43.92676;3.100855
1632428425;43.92676;3.1008615
1632428725;43.926773;3.1008615
1632429025;43.926773;3.10087
1632429325;43.92676;3.1008682
1632429625;43.92679;3.10084
1632429925;43.926773;3.1008534
1632430225;43.92675;3.1008534
1632430525;43.92679;3.1007516
1632430825;43.926792;3.1007717
1632431125;43.926796;3.1007617
1632431425;43.92679;3.1007717
1632431725;43.92674;3.10069
1632432025;43.926804;3.10059
1632432325;43.926815;3.100575
1632432625;43.926823;3.1004868
1632432924;43.926735;3.1004617
-1;KO;KO
1632433524;43.92674;3.1004066
-1;KO;KO
1632434124;43.926983;3.100315
1632434424;43.92706;3.100285
1632434724;43.927155;3.1003983
1632435024;43.927166;3.1005616
1632435324;43.927223;3.100625
1632435624;43.92722;3.1006467
1632435924;43.927197;3.1007867
1632436224;43.927002;3.1006234
1632436524;43.92685;3.1007783
1632436824;43.926857;3.10079
1632437124;43.926777;3.1007984
1632437424;43.926773;3.1007984
1632437724;43.926758;3.10075
1632438024;43.926804;3.1007683
1632438324;43.92678;3.1007583
1632438624;43.92672;3.1007683
1632438924;43.926746;3.10075
1632439224;43.926746;3.10074
1632439524;43.926723;3.100765
1632439824;43.926785;3.1007366
1632440124;43.92678;3.100735
1632440424;43.92677;3.1007383
1632440724;43.926785;3.1007383
1632441024;43.92678;3.1007583
1632441324;43.926785;3.10075
1632441624;43.926796;3.10074
1632441924;43.926773;3.100735
1632442224;43.9268;3.1007283
1632442524;43.926796;3.1007416
1632442824;43.926758;3.1007583
1632443124;43.9268;3.100785
1632443424;43.92683;3.100775
1632443724;43.92677;3.1007516
1632444024;43.926754;3.100765
1632444324;43.92688;3.1007833
1632444624;43.92677;3.1007466
1632444924;43.926773;3.1007667
1632445224;43.92677;3.1007683
1632445524;43.926785;3.10079
1632445824;43.926773;3.1007717
1632446124;43.926777;3.1007783
1632446424;43.92676;3.100775
1632446724;43.926773;3.1007516
1632447024;43.926777;3.1007416
1632447324;43.926743;3.1007266
1632447624;43.926758;3.1007733
1632447924;43.92674;3.100745
1632448224;43.926777;3.1007617
1632448524;43.926758;3.1007717
1632448824;43.926758;3.10074
1632449124;43.92678;3.100755
1632449424;43.92678;3.10075
1632449724;43.92682;3.100775
1632450024;43.926777;3.10076
1632450324;43.92677;3.100745
1632450624;43.92677;3.1007383
1632450924;43.926785;3.100755
1632451224;43.92679;3.1007316
1632451524;43.92679;3.1007533
1632451824;43.926796;3.10073
1632452124;43.92679;3.1007366
1632452424;43.9268;3.100755
1632452724;43.926785;3.100745
1632453024;43.926796;3.1007967
1632453324;43.926785;3.1007817
1632453624;43.92677;3.100765
1632453924;43.92679;3.10077
1632454224;43.926785;3.1007717
1632454524;43.92675;3.100735
1632454824;43.926823;3.10081
1632455124;43.92676;3.100765
1632455424;43.926777;3.100725
1632455724;43.926777;3.1007466
1632456024;43.926758;3.10071
1632456324;43.926735;3.1008368
1632456624;43.92679;3.100705
1632456924;43.92678;3.100725
1632457224;43.92676;3.1007483
1632457524;43.92678;3.1007283
1632457824;43.92679;3.1007583
1632458124;43.926785;3.10076
1632458424;43.92684;3.10082
1632458724;43.92678;3.1007283
1632459024;43.926785;3.1007316
1632459324;43.9268;3.1007133
1632459624;43.926792;3.100785
1632459924;43.926826;3.10072
1632460224;43.926815;3.1007633
1632460524;43.926888;3.1010168
1632460824;43.92723;3.1006367
1632461124;43.92707;3.1001601
1632461424;43.926983;3.1000667
1632461724;43.92676;3.1001568
1632462024;43.9265;3.10033
1632462324;43.92646;3.1004684
1632462624;43.926617;3.100625
1632462924;43.926643;3.1003883
1632463224;43.927094;3.1001217
1632463524;43.92704;3.1001666
1632463824;43.92695;3.1001866
1632464124;43.92696;3.1002567
1632464424;43.926926;3.1002216
1632464724;43.92687;3.1002533
1632465024;43.926838;3.1002183
1632465324;43.92681;3.1003084
1632465624;43.926834;3.1003134
1632465924;43.926773;3.1004217
1632466224;43.92682;3.1007283
1632466524;43.926697;3.1006932
1632466824;43.926544;3.1005983
1632467124;43.927116;3.10078
1632467424;43.9273;3.1006467
1632467724;43.92718;3.10049
1632468024;43.927105;3.1004517
1632468324;43.927094;3.10039
1632468735;43.927002;3.1003566
1632469036;43.926994;3.1000583
1632469335;43.926804;3.0999484
1632469635;43.926815;3.100245
1632469935;43.926674;3.1003351
1632470235;43.92667;3.1003616
1632470535;43.926525;3.1003234
1632470724;43.92647;3.1004083
1632471024;43.926796;3.100695
1632471324;43.926807;3.10068
1632471624;43.926804;3.1007667
1632471924;43.926815;3.1007016
1632472224;43.92678;3.1006784
1632472524;43.926796;3.100705
1632472824;43.9268;3.1007116
1632473124;43.92678;3.100715
1632473424;43.926796;3.10075
1632473724;43.9268;3.1006932
1632474024;43.92695;3.1008017
1632474324;43.927074;3.100855
1632474624;43.927147;3.1006818
1632474924;43.92712;3.10046
1632475222;43.927113;3.10038
1632475524;43.927094;3.1002483
1632475824;43.92705;3.10001
1632476124;KO;KO
1632476424;43.926636;3.1003416
1632476724;43.926617;3.10022
1632477024;43.926514;3.10039
1632477324;43.92651;3.1006134
1632477622;43.926632;3.1006668
1632477922;43.926727;3.1008167
1632478224;43.926792;3.1008368
1632478524;43.92681;3.100765
1632478824;43.92662;3.1007316
1632479124;43.92688;3.1007116
1632479424;43.926838;3.1007082
1632479722;43.92494;3.1007617
1632480022;43.92691;3.1007733
1632480324;43.926785;3.100765
1632480622;43.92667;3.1005867
1632480922;43.926754;3.10047
1632481224;43.92686;3.1006982
1632481524;43.926853;3.10079
1632481824;43.926765;3.1007683
1632482124;43.92683;3.1007483
1632482424;43.9268;3.1008034
1632482722;43.92683;3.10077
1632483024;KO;KO
1632483324;43.92674;3.101225
1632483622;KO;KO
1632483924;43.926746;3.1008284
1632484222;KO;KO
1632484522;KO;KO
1632484823;KO;KO
1632485122;KO;KO
1632485422;43.9268;3.1007917
1632485722;43.92688;3.1007667
1632486024;KO;KO
1632486321;KO;KO
1632486622;KO;KO
1632486922;KO;KO
1632487224;KO;KO
1632487524;43.926907;3.1010432
1632487824;43.92591;3.1009233
1632488124;43.926907;3.1010416
