Mesures de geolocalisation - 28th-March-2022-16-30-59;;
Date de relevé;Latitude;Longitude
1632233537;43.931587;3.0999851
1632233837;43.9316;3.1000383
1632234137;43.931557;3.1000834
1632234437;43.931847;3.0997884
1632234737;43.931904;3.0997417
1632235037;43.932106;3.0996284
1632235337;43.93233;3.0992799
1632235637;43.932514;3.0989633
1632235937;43.93273;3.098855
1632236237;43.9328;3.0989532
1632236537;43.93285;3.099185
1632236837;43.933094;3.0992882
1632237137;43.933193;3.0994117
1632237437;43.93315;3.0997868
1632237737;43.93313;3.0998716
1632238037;43.93327;3.100115
1632238337;43.93335;3.100105
1632238637;43.933437;3.1000817
1632238937;43.93354;3.100165
1632239237;43.93356;3.1003318
1632239537;43.933544;3.1005466
1632239837;43.93351;3.10075
1632240137;43.933456;3.10091
1632240437;43.9317;3.1002617
1632240737;43.931602;3.1001716
1632241037;43.931885;3.0998166
1632241337;43.932137;3.09999
1632241637;43.932434;3.0996583
1632241937;43.932392;3.0994534
1632242237;43.93253;3.0993817
1632242537;43.93258;3.0992768
1632242837;43.932434;3.0990968
1632243137;43.93226;3.0990117
1632243437;43.931686;3.0992467
1632243737;43.931778;3.0992384
1632244037;43.931957;3.0993567
1632244337;43.93199;3.0992618
1632244637;43.931976;3.0991466
1632244937;43.93206;3.0988333
1632245237;43.9321;3.0986967
1632245537;43.93209;3.0984716
1632245837;43.931965;3.09838
-1;KO;KO
-1;KO;KO
1632246736;43.93188;3.0987267
1632247036;43.931988;3.0986767
1632247336;43.932194;3.0988033
1632247636;43.93224;3.098815
1632247936;43.93235;3.0988634
1632248236;43.93237;3.0989683
1632248536;43.93243;3.0989866
1632248836;43.932434;3.098955
1632249136;43.932335;3.0987866
1632249436;43.9322;3.0988033
1632249736;43.932213;3.0988016
1632250036;43.93218;3.0986834
1632250336;43.93217;3.0987
1632250636;43.93219;3.0987034
1632250936;43.932182;3.0987
1632251236;43.932102;3.0985668
1632251536;43.932156;3.0986032
1632251836;43.932125;3.098595
1632252136;43.9322;3.0986717
1632252436;43.932198;3.0986583
1632252736;43.93219;3.0986416
1632253036;43.9322;3.0986483
1632253336;43.93216;3.098605
1632253636;43.93211;3.0985966
1632253936;43.932114;3.0985866
1632254236;43.9321;3.098605
1632254536;43.932144;3.0986366
1632254836;43.93211;3.0985684
1632255136;43.93208;3.09858
1632255436;43.932083;3.09859
1632255736;43.93206;3.0985668
1632256036;43.932064;3.0985618
1632256336;43.932083;3.0985866
1632256636;43.93209;3.0986066
1632256936;43.93207;3.09858
1632257236;43.932076;3.0986266
1632257536;43.932083;3.09862
1632257836;43.93208;3.09861
1632258136;43.93207;3.098585
1632258436;43.932083;3.0986216
1632258736;43.932076;3.0985234
1632259036;43.932087;3.0985067
1632259336;43.932087;3.0984917
1632259636;43.932056;3.0984783
1632259936;43.93208;3.0985134
1632260236;43.93206;3.0984666
1632260536;43.932045;3.09847
1632260836;43.932076;3.0984566
1632261136;43.932083;3.0987616
1632261436;43.932117;3.0988467
1632261736;43.932076;3.098745
1632262036;43.932064;3.098645
1632262336;43.932068;3.098645
1632262636;43.932056;3.09867
1632262936;43.932056;3.0986617
1632263236;43.932053;3.09865
1632263536;43.932106;3.0986333
1632263836;43.93204;3.09867
1632264136;43.93205;3.098655
1632264436;43.932068;3.0986416
1632264736;43.932056;3.0986533
1632265036;43.932034;3.0986834
1632265336;43.93206;3.098685
1632265636;43.932053;3.0986817
1632265936;43.932068;3.0986733
1632266236;43.93205;3.0986433
1632266536;43.932068;3.0986784
1632266836;43.932076;3.0986366
1632267136;43.932114;3.0986967
1632267436;43.932106;3.0986466
1632267736;43.932117;3.0985734
1632268036;43.93212;3.09859
1632268336;43.932137;3.0986416
1632268636;43.932114;3.09863
1632268936;43.93211;3.0986183
1632269236;43.932102;3.098635
1632269536;43.9321;3.0986133
1632269836;43.9321;3.0986166
1632270136;43.93213;3.0986116
1632270436;43.932056;3.0985916
1632270736;43.9319;3.0985
1632271036;43.931934;3.098565
1632271336;43.932026;3.0986066
1632271636;43.932022;3.0986016
1632271936;43.932014;3.098585
1632272236;43.932022;3.0986116
1632272536;43.93201;3.0986216
1632272836;43.932022;3.0986183
1632273136;43.93203;3.098635
1632273436;43.932;3.0985916
1632273736;43.932125;3.098585
1632274036;43.9321;3.0987334
1632274336;43.93211;3.098665
1632274636;43.932137;3.098635
1632274936;43.93212;3.0986433
1632275236;43.93211;3.0986116
1632275536;43.932106;3.0986683
-1;KO;KO
1632276135;43.93211;3.0986633
-1;KO;KO
1632276735;43.932106;3.0986667
1632277035;43.932102;3.0986516
1632277335;43.932083;3.09862
1632277635;43.932102;3.09863
1632277935;43.932095;3.0986567
1632278235;43.932083;3.098595
1632278535;43.932106;3.0986032
1632278835;43.93214;3.09861
1632279135;43.9321;3.0986016
1632279435;43.93215;3.0986717
1632279735;43.93212;3.0986333
1632280035;43.932068;3.098645
1632280335;43.93208;3.09866
1632280635;43.932076;3.09868
1632280935;43.9321;3.0986767
1632281235;43.93207;3.09859
1632281535;43.93207;3.09865
1632281835;43.9321;3.0986884
1632282135;43.932087;3.09868
1632282435;43.932087;3.098665
1632282735;43.93209;3.09868
1632283035;43.932087;3.09866
1632283335;43.93206;3.0986383
1632283635;43.932056;3.098645
1632283935;43.93206;3.0986433
1632284235;43.93207;3.09859
1632284535;43.932106;3.0986116
1632284835;43.932064;3.0986316
1632285135;43.93209;3.0986333
1632285435;43.93211;3.098635
1632285735;43.932125;3.0986583
1632286035;43.93212;3.09865
1632286335;43.93211;3.0986633
1632286635;43.932133;3.0986884
1632286935;43.932106;3.098685
1632287235;43.93201;3.0985916
1632287535;43.93193;3.0985765
1632287835;43.931946;3.0984766
1632288135;43.931675;3.099535
1632288435;43.932426;3.1005316
1632288735;43.933056;3.1006882
1632289035;43.933483;3.100565
1632289335;43.93369;3.09967
1632289635;43.933636;3.0994534
1632289935;43.933563;3.0995116
1632290235;43.933548;3.0996068
1632290535;43.933525;3.0997868
1632290835;43.933525;3.0998282
1632291135;43.933456;3.099835
1632291435;43.933086;3.0996234
1632291735;43.933006;3.0995567
1632292035;43.933033;3.0995133
1632292335;43.932705;3.0992384
1632292635;43.932392;3.09908
1632292935;43.93163;3.1000884
1632293235;43.931664;3.1000967
1632293535;43.93162;3.1001368
1632293835;43.93162;3.1001334
1632294135;43.93161;3.1001418
1632294435;43.931633;3.1001716
1632294735;43.931602;3.1001601
1632295035;43.932083;3.100295
1632295335;43.93198;3.1000183
1632295635;43.931763;3.0998917
1632295935;43.931545;3.10011
1632296235;43.931583;3.1001434
1632296535;43.931534;3.1001418
1632296835;43.931545;3.1001484
1632297135;43.931515;3.1001284
1632297435;43.931522;3.100155
1632297735;43.931732;3.0997534
1632298035;43.931744;3.0997
1632298335;43.931664;3.0996134
1632298635;43.93167;3.0994
1632298935;43.931683;3.0992584
1632299235;43.931736;3.0991867
1632299535;43.93191;3.099385
1632299835;43.931885;3.0995584
1632300135;43.9317;3.099715
1632300435;43.931644;3.0996916
1632300735;43.931637;3.099635
1632301035;43.93171;3.0997434
1632301335;43.931763;3.0992467
1632301635;43.93173;3.099405
1632301935;43.931545;3.1001518
1632302235;43.931656;3.1001468
1632302535;43.931755;3.1001816
1632302835;43.931767;3.1002133
1632303135;43.93171;3.10011
1632303435;43.93184;3.1001766
1632303735;43.931744;3.100165
1632304035;43.93173;3.100095
1632304335;43.931797;3.10006
1632304635;43.93168;3.1001368
1632304935;43.931736;3.1002216
1632305235;43.93168;3.1001017
1632305534;43.931717;3.1001732
1632305835;43.93173;3.1001468
1632306134;43.93168;3.1001184
1632306434;43.93169;3.10012
1632306734;43.931705;3.1001632
1632307034;43.931717;3.100155
1632307334;43.931725;3.1001766
1632307634;43.93207;3.1006982
1632307934;43.93191;3.10025
1632308234;43.93197;3.0999618
1632308534;43.931694;3.1001766
1632308834;43.93194;3.0999484
1632309134;43.932163;3.100395
1632309434;43.9321;3.10038
1632309734;43.93186;3.10014
1632310034;43.931885;3.1000934
1632310334;43.931873;3.1001534
1632310634;43.931896;3.1001916
1632310934;43.931927;3.1000683
1632311234;43.931896;3.100105
1632311534;43.931885;3.100095
1632311834;43.931847;3.1001184
