Mesures de geolocalisation - 28th-March-2022-17-30-14;;
Date de relevé;Latitude;Longitude
1632385012;43.92811;3.103565
1632385312;43.927113;3.1007783
1632385612;43.92685;3.10043
1632385912;43.926846;3.1001418
1632386212;43.927143;3.1005182
1632386512;43.927185;3.100505
1632386812;43.927067;3.1006067
1632387112;43.92713;3.1006134
1632387412;43.926815;3.1007516
1632387712;43.92668;3.1005316
1632388012;43.92661;3.1004984
1632388312;43.926617;3.1004233
1632388612;43.92678;3.10045
1632388912;43.92681;3.1004567
1632389212;43.926826;3.100465
1632389512;43.92684;3.100755
1632389812;43.926804;3.1007416
1632390112;43.926804;3.1007433
1632390412;43.926796;3.1007583
1632390712;43.926815;3.1007383
1632391012;43.92681;3.1007166
1632391312;43.926853;3.1007566
1632391612;43.926815;3.100725
1632391912;43.926796;3.100765
1632392212;43.926823;3.1007082
1632392512;43.92682;3.1007483
1632392812;43.927002;3.1008568
1632393112;43.927147;3.10068
1632393412;43.92711;3.1005683
1632393712;43.92717;3.1004567
1632394012;43.926937;3.100525
1632394312;43.926804;3.1007533
1632394612;43.926804;3.1007583
1632394912;43.92687;3.1007383
1632395212;43.926838;3.1007466
1632395512;43.926807;3.1007466
1632395812;43.926807;3.1007533
1632396112;43.926773;3.10076
1632396412;43.926796;3.10076
1632396712;43.92681;3.1007667
1632397012;43.926834;3.100745
1632397312;43.926815;3.1007233
1632397612;43.926804;3.1007683
1632397912;43.92682;3.1007817
-1;KO;KO
1632398511;43.92684;3.10078
1632398811;43.926826;3.1007283
1632399111;43.92682;3.1007917
1632399411;43.92682;3.10075
1632399711;43.926834;3.1007767
1632400011;43.9268;3.1007717
1632400311;43.926796;3.100725
1632400611;43.926785;3.1007266
1632400911;43.926804;3.1006818
1632401211;43.92685;3.1007366
1632401511;43.926758;3.10074
1632401811;43.926727;3.1007583
1632402111;43.926647;3.1008434
1632402411;43.926777;3.1007133
1632402711;43.926933;3.1008267
1632403011;43.927094;3.1005068
1632403311;43.927067;3.10057
1632403611;43.92709;3.1006384
1632403911;43.92709;3.1006818
1632404211;43.926987;3.1005366
1632404511;43.92675;3.1005101
1632404811;43.926666;3.1004083
1632405111;43.926563;3.1004567
1632405411;43.926483;3.1004467
1632405711;43.926483;3.100515
1632406011;43.92655;3.10045
1632406311;43.926483;3.1005266
1632406611;43.926567;3.10061
1632406911;43.926777;3.100745
1632407211;43.92682;3.1007366
1632407511;43.92679;3.1007032
1632407811;43.926792;3.1007466
1632408111;43.926785;3.1007717
1632408411;43.926815;3.100815
1632408711;43.926796;3.1007366
1632409011;43.92696;3.1008782
1632409311;43.92698;3.1008983
1632409611;43.926834;3.10096
1632409911;43.92689;3.1009734
1632410211;43.926903;3.100815
1632410511;43.927177;3.1007717
1632410811;43.927162;3.1005101
1632411111;43.927143;3.1004584
1632411411;43.927013;3.1005483
1632411711;43.92688;3.1005101
1632412011;43.926804;3.10054
1632412311;43.92654;3.100485
1632412611;43.926563;3.10031
1632412911;43.926556;3.100525
1632413211;43.926723;3.1007183
1632413511;43.92677;3.1006584
1632413811;43.926514;3.100325
1632414111;43.92655;3.100325
1632414411;43.926685;3.10032
1632414711;43.9268;3.100355
1632415011;43.926903;3.10026
1632415311;43.92697;3.09996
1632415611;43.926937;3.100215
1632415911;43.926846;3.1004117
1632416211;43.92665;3.1007316
1632416511;43.926517;3.1003766
1632416811;43.926548;3.1002934
1632417111;43.926544;3.100565
1632417411;43.926662;3.1005383
1632417711;43.926815;3.100575
1632418011;43.926872;3.1006217
1632418311;43.92695;3.1005383
1632418611;43.92689;3.1005883
1632418911;43.926773;3.100755
1632419211;43.926754;3.1008732
1632419511;43.926926;3.1008816
1632419811;43.92716;3.1006217
1632420111;43.927124;3.10052
1632420411;43.927113;3.1007717
1632420711;43.92687;3.10109
1632421011;43.92679;3.1009617
1632421311;43.926746;3.1007533
1632421611;43.926826;3.1006134
1632421911;43.926903;3.10058
1632422211;43.9269;3.1005766
1632422511;43.926918;3.1005383
1632422811;43.926815;3.10068
1632423111;43.92679;3.1007783
1632423411;43.92679;3.1007667
1632423711;43.926785;3.10071
1632424011;43.926907;3.100595
1632424311;43.926857;3.10063
1632424611;43.926853;3.1006434
1632424911;43.92684;3.100645
1632425211;43.926838;3.10065
1632425511;43.926838;3.1006534
1632425811;43.92674;3.100735
1632426111;43.926716;3.100735
1632426411;43.92674;3.1007617
1632426711;43.92674;3.1007583
1632427011;43.92673;3.1007583
1632427311;43.926777;3.1007967
1632427611;43.926785;3.1008017
1632427911;43.9268;3.10078
1632428211;43.92681;3.1007566
1632428511;43.926804;3.1007433
1632428811;43.926777;3.1007984
1632429111;43.92682;3.1007416
-1;KO;KO
1632429710;43.926804;3.10077
1632430010;43.926834;3.1007466
1632430310;43.92681;3.10077
1632430610;43.92681;3.1007566
1632430910;43.92681;3.1007767
1632431210;43.926815;3.1007867
1632431510;43.926826;3.1008017
1632431810;43.926735;3.10071
1632432110;43.92674;3.100695
1632432410;43.926773;3.1006367
1632432710;43.92679;3.1006184
1632433010;43.92685;3.1005433
1632433310;43.926796;3.1004066
1632433610;43.926838;3.1003816
1632433910;43.926895;3.1003532
1632434210;43.927;3.1002634
1632434510;43.92713;3.1003168
1632434810;43.927223;3.1005332
1632435110;43.927235;3.1005316
1632435410;43.927265;3.10057
1632435710;43.92725;3.1007
1632436010;43.92722;3.1007333
1632436310;43.92683;3.1005533
1632436610;43.92684;3.1005182
1632436910;43.926773;3.1005516
1632437210;43.926826;3.100525
1632437510;43.92679;3.1005466
1632437810;43.926804;3.10054
1632438110;43.9268;3.100545
1632438410;43.926807;3.10056
1632438710;43.92683;3.1005466
1632439010;43.926834;3.1005366
1632439310;43.926804;3.1005182
1632439610;43.92682;3.1005383
1632439910;43.926785;3.1005282
1632440210;43.92677;3.1005633
1632440510;43.92678;3.1005633
1632440810;43.926796;3.100555
1632441110;43.926773;3.1005466
1632441410;43.926773;3.10057
1632441710;43.926777;3.100545
1632442010;43.926735;3.1005101
1632442310;43.926773;3.1005483
1632442610;43.926785;3.10057
1632442910;43.92677;3.100545
